## structure_ID, 8_pattern_parameters, symmetric_structure_ID
268, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (126.5696, 60.0))
269, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (126.5696, 100.0))
270, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (126.5696, 140.0))
271, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (177.1975, 60.0))
272, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (177.1975, 100.0))
273, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 60.0), (177.1975, 140.0))
274, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (0.0, 0.0))
275, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (25.3139, 60.0))
276, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (25.3139, 100.0))
277, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (25.3139, 140.0))
278, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (75.9418, 60.0))
279, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (75.9418, 100.0))
280, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (75.9418, 140.0))
281, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (126.5696, 60.0))
282, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (126.5696, 100.0))
283, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (126.5696, 140.0))
284, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (177.1975, 60.0))
285, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (177.1975, 100.0))
286, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 100.0), (177.1975, 140.0))
287, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (0.0, 0.0))
288, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (25.3139, 60.0))
289, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (25.3139, 100.0))
290, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (25.3139, 140.0))
291, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (75.9418, 60.0))
292, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (75.9418, 100.0))
293, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (75.9418, 140.0))
294, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (126.5696, 60.0))
295, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (126.5696, 100.0))
296, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (126.5696, 140.0))
297, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (177.1975, 60.0))
298, ((0.0, 0.0), (25.3139, 60.0), (126.5696, 140.0), (177.1975, 100.0))
